geo,rmse_arimax_111_h0,rmse_arimax_111_h1,rmse_arimax_111_h2,rmse_arimax_111_h3
US-AK,8.47158328781599,11.27880914034154,14.790361369829627,17.952717023930735
US-AL,37.57423138477975,58.599427076155294,74.92673286970151,78.63448174292478
US-AR,37.534385342322395,60.24978658510583,81.14617305920164,99.73965725366574
US-AZ,84.12115832240569,170.84415242667004,231.24961158040247,277.70747545664466
US-CA,235.62028196739536,470.81389282850967,673.9475465559743,822.456052113725
US-CO,35.52568984097556,55.02852317804263,75.28750102470183,90.99874536291871
US-CT,40.11506225428757,60.50440625072807,83.63424126161031,98.06288184527052
US-DC,8.54980348416263,12.11633186626593,15.034485001128385,16.97430502043814
US-DE,12.436311989106063,15.023653361095954,17.508639089754983,18.465071461872373
US-FL,110.51039558102335,186.4760728234346,245.8305028262205,291.05067405849445
US-GA,90.11430987624524,145.51025497091263,196.51417411762515,233.10331620697704
US-HI,6.558685674250554,7.784517350122229,8.970158787942445,9.778299899538355
US-IA,28.334075216741848,49.387726631879154,71.25363343618999,89.39062490372677
US-ID,31.24011776671201,42.396968737537826,65.12957466527841,79.84556203750289
US-IL,91.60303572490514,163.40603248627812,219.2837653058817,261.1151610962368
US-IN,67.27857859117591,127.27163751168597,172.76824402937723,207.88225580711767
US-KS,31.24437591926589,51.07707771469659,68.32991185277623,80.97322336426717
US-KY,64.02812341829123,119.38791362107463,167.6428337827945,206.43213733931526
US-LA,31.5283247591619,46.93595425314025,59.5164821990172,70.84245905930425
US-MA,57.079422381934094,113.49727056807427,168.84888365003223,215.37078652048478
US-MD,31.542267754671315,54.71310335273931,72.08094556958451,90.62319186142675
US-ME,15.590922394865306,29.46189389950969,43.048171901481176,53.76387150745755
US-MI,98.31531073167467,188.27491916286365,269.715611625298,335.00975321352087
US-MN,33.76097292304932,63.50410990845115,90.8221196340203,113.39363805193541
US-MO,77.76038866539179,137.25042818050508,191.61428544536682,232.14669028045225
US-MS,30.105823588846608,48.535544339169824,63.44485355705059,70.74746511797113
US-MT,16.285969323962348,23.922195919004135,31.691806582393955,37.15573989347169
US-NC,84.18290348139115,144.472452857479,189.55674883809806,222.66897643847238
US-ND,10.057877133463016,13.381486036891596,18.26951496844771,22.381807609133684
US-NE,14.875021320172335,23.16448864169789,31.754334347452872,38.46717202781684
US-NH,12.45269802454486,21.663150229574274,28.873001927858464,34.5427742391809
US-NJ,76.37394510531324,132.89591663048404,184.10433293530576,227.34058116828956
US-NM,35.06351336683689,60.20001211063104,81.31640795393129,101.80971397380304
US-NV,33.95168140122973,61.134259712780924,82.7151493716451,102.07019776197762
US-NY,114.56716618565994,218.85878847366416,337.8350985018461,446.2090678552189
US-OH,83.89763187833344,146.90752302194235,211.03381065521893,261.3653926999855
US-OK,75.4976711421533,147.69809384905366,211.24551196099588,261.26237500457296
US-OR,56.08801389105151,94.92505604589337,143.8865662483854,192.63014561161037
US-PA,126.70729136106675,216.46914664265393,283.1322231105629,341.25208384536677
US-RI,8.484349402522058,10.738647837814609,14.078249836135008,16.646324950050776
US-SC,44.43938087746603,89.44338079246043,122.9611559165928,144.5234499724927
US-SD,12.165059666294072,17.060396372512084,22.30282682196302,25.95075023629701
US-TN,59.082841338025055,100.46836628661477,125.41420411425753,146.99757615224763
US-TX,156.1771121969364,263.7682439467096,354.1051908150146,429.02716486713547
US-UT,11.166251460322945,15.675253171313258,19.979302893315847,21.952833742919843
US-VA,65.91419613522825,112.11743676014898,141.67440245974902,158.17855197148455
US-VT,7.778814191406072,12.806004390778583,16.63608355727767,20.350325873764028
US-WA,65.60977844616706,99.93324556949477,144.3948260173515,183.27443168907016
US-WI,47.97775809778947,80.68709212522786,113.49357011050614,141.65390559537866
US-WV,28.46590071184051,45.626122087648746,57.418510356097556,68.90634239065893
US-WY,12.060909556197815,15.501826687674937,17.535979680803536,20.37416978493413
US,2190.7167575549056,3674.172015749587,5145.538359322724,6429.951998837891
PR,17.105305775843778,22.486911252840475,27.581751997266714,31.04431658704778
